team,season,xgf60,xga60,ev_xgf60,ev_xga60,pp_xgf60,pp_xga60,pk_xgf60,pk_xga60,hdf,hda,hdf_percent,xgoals_percentage,corsi_percentage,fenwick_percentage,penalties_drawn_per60,penalties_taken_per60,penalty_diff,gsa_per60,save_percent,hd_save_percent,nhl_tricode,wins,losses,ot,points
EDM,2020,3.1123159727718854,2.786409688143106,2.43461816429776,2.4773307636714046,9.027254772876892,0.8247531270572745,1.0176762661370409,6.944985104270109,60.11,48.77,0.5520756796473182,0.53,0.49,0.49,3.0097356340034827,3.383726452429951,-0.3739908184264684,0.0438103530156721,0.9103086779266162,0.6928571428571428,EDM,37.0,25.0,9.0,83.0
NSH,2020,2.6035703278263465,2.751158228436404,2.2253610709421148,2.248474411515868,5.970858493042793,0.8577054344972433,0.8428544671286757,6.468627083723543,43.67,53.3,0.4503454676704135,0.49,0.5,0.5,3.4519365775144686,3.3462650496313726,0.1056715278830959,0.0389223461036071,0.9121004566210046,0.6029411764705883,NSH,35.0,26.0,8.0,78.0
MTL,2020,2.7458372850200923,2.854248755829756,2.4460325576417707,2.1654280176462892,5.061646669424907,0.5163425734381465,1.209878223008368,9.010408871351792,47.61,60.68,0.4396527841905993,0.49,0.53,0.52,3.361459565689256,3.0094742708526843,0.3519852948365716,-0.0496299265719564,0.8955696202531646,0.6586826347305389,MTL,31.0,31.0,9.0,71.0
DAL,2020,2.5184315475901684,2.347438796006094,2.1179688595876,1.7859447327815965,6.53611258629846,0.592671269251195,0.5449898420604233,6.089258798086375,41.39,44.16,0.4838106370543542,0.52,0.52,0.52,2.9866966824184673,3.0216288073590345,-0.0349321249405671,-0.2375384495958546,0.9025674786043448,0.5446428571428572,DAL,37.0,24.0,8.0,82.0
TOR,2020,3.448324063592066,2.6927794457843186,2.8710616070789707,2.293414744675269,7.330305180979418,1.1676366217175302,1.6418614625777397,5.641003645721638,66.52,44.76,0.5977713874910137,0.56,0.52,0.52,2.7819067775754296,2.9590982920706796,-0.17719151449525,0.0703450312546143,0.9050673508659396,0.6461538461538461,TOR,36.0,25.0,9.0,81.0
ARI,2020,2.4790276477135107,2.8489843546987386,2.1295489053239947,2.29110545133957,4.959427483118832,0.7334218272060945,0.6055284150640035,7.037041617710717,48.92,59.79,0.4500045993928801,0.47,0.48,0.48,3.335964581116793,3.5654224623576307,-0.2294578812408376,-0.2222211326786266,0.8982456140350877,0.6583850931677019,ARI,33.0,29.0,8.0,74.0
DET,2020,2.3568867906047366,2.8174035692597017,1.9251555279592103,2.3212771800780923,4.77618177069731,1.156437712196396,0.5746268656716418,7.069651741293533,45.51,59.74,0.4323990498812351,0.46,0.46,0.46,3.1559151370305796,2.9090837855309815,0.2468313514995981,-0.1445726487354788,0.905776780706674,0.66875,DET,17.0,49.0,5.0,39.0
NYI,2020,2.6094614825687716,2.2757298976412126,2.23132333197128,1.927453155098943,6.213684800897364,0.7016264722378015,1.0542056074766355,4.8728971962616825,53.46,35.94,0.5979865771812081,0.53,0.49,0.5,2.5455591696210433,2.686003813462204,-0.1404446438411608,0.0812823376230718,0.9213836477987422,0.6799999999999999,NYI,35.0,23.0,10.0,80.0
WPG,2021,3.258041831588676,3.3530369090434187,2.6796686468375506,2.7382762235606077,6.939627070022167,1.0937540748467858,1.562438682550806,8.215837421163279,91.24,101.43,0.4735558208335495,0.49,0.5,0.5,3.471901307990597,3.580398223865303,-0.108496915874706,0.303068051676679,0.9070194781330392,0.6758620689655173,WPG,30.0,23.0,3.0,63.0
CBJ,2021,2.893250423210365,3.4984496253959736,2.409178102405194,2.946731592149918,5.471499748594415,1.3197421949993144,1.3848029256399836,8.237301909792768,80.77,100.0,0.4468108646346186,0.45,0.48,0.47,3.4272497192564906,3.2220974473291655,0.2051522719273251,-0.0856812429814125,0.897196261682243,0.6828358208955223,CBJ,18.0,26.0,12.0,48.0
PIT,2021,3.2928514678292684,2.881605565533219,2.6813610221831885,2.3329866156168673,7.653377679895725,1.3575441592880582,0.8524458297722588,6.287466693479463,95.05,89.14,0.5160432162440958,0.53,0.52,0.53,2.992408815655065,3.4130285286989497,-0.4206197130438847,0.2136748142262934,0.9138533178114088,0.6935483870967742,PIT,37.0,16.0,3.0,77.0
NSH,2021,3.031492661757763,3.1269651521391904,2.413036293841995,2.4173071545390608,8.346138921226233,1.1641443538998837,0.6291961810902371,7.3840468124422545,86.63,88.25,0.4953682525160109,0.49,0.49,0.49,4.520477764272153,4.219112579987343,0.3013651842848102,0.1133133092910883,0.9055534567434832,0.6443514644351465,NSH,31.0,23.0,2.0,64.0
VGK,2021,3.211847984336563,3.0405140820322307,2.723848667046631,2.4698289356441605,6.1108465860394245,1.1296067041234168,1.179158191206384,7.514317008292912,93.98,96.51,0.4933592314557194,0.51,0.52,0.53,3.012199407600783,2.9640042170791707,0.0481951905216124,0.100607460213866,0.9007726718178122,0.7142857142857143,VGK,40.0,14.0,2.0,82.0
EDM,2021,3.4568088019199807,3.004930494421813,2.7259937004381767,2.569137075015708,9.116512992455991,1.0293378038558256,1.194019850077474,7.0992922651702335,104.09,76.22,0.5772835671898398,0.54,0.52,0.51,3.3137742549865608,3.0968726673874403,0.2169015875991204,-0.0196416437659202,0.9051756705704572,0.6607142857142857,EDM,35.0,19.0,2.0,72.0
FLA,2021,3.8443352850498074,3.13999190778892,3.304342027946674,2.5999658272107085,6.663153933007151,1.070380127963869,1.6388194097048523,7.20360180090045,112.83,100.18,0.529693441622459,0.55,0.56,0.55,3.852159985019378,3.804007985206636,0.0481519998127422,0.2267959191180155,0.9037773359840956,0.7361111111111112,FLA,37.0,14.0,5.0,79.0
OTT,2021,3.0166497775332024,3.269718342941125,2.463754057381637,2.7668544565906803,7.572003218020917,0.918744971842317,1.3894468085106384,6.90127659574468,85.14,88.91,0.4891697787991956,0.48,0.48,0.48,3.780928924710256,3.7084510539490374,0.0724778707612188,0.0806920294474905,0.9036496350364964,0.6705426356589148,OTT,23.0,28.0,5.0,51.0
VAN,2021,3.000812624778033,3.024649618267002,2.361993945113805,2.44421292607891,7.198422436459246,0.9181419807186678,0.8830662020905924,7.902439024390244,87.55,85.26,0.5066257739714136,0.5,0.5,0.5,3.2866157689336557,3.5273934809434473,-0.2407777120097916,0.2436670445539092,0.91156202143951,0.688034188034188,VAN,23.0,29.0,4.0,50.0
STL,2021,3.076286721504113,3.0347087460130937,2.4557877714271608,2.714876492154999,7.910797282803003,1.0296746514122277,1.259774109470026,5.409209383145091,83.94,77.9,0.518660405338606,0.5,0.48,0.48,3.130434782608696,3.3721671982541546,-0.2417324156454587,0.1460063790498574,0.90775762253956,0.6818181818181819,STL,27.0,20.0,9.0,63.0
PHI,2021,2.860920754716981,3.3758188679245285,2.4665552392930428,2.843218375587476,5.309441764300482,1.1118194348725017,1.0003193867773874,6.565314595975726,82.1,100.06,0.4507026789635485,0.46,0.47,0.47,3.4656603773584904,3.5381132075471697,-0.0724528301886793,-0.1743698113207547,0.8944723618090452,0.6395759717314488,PHI,25.0,23.0,8.0,58.0
DET,2021,2.8017194948565693,3.4066471522957262,2.3716547734318425,2.758753122482689,5.404145321238897,1.1302345255440147,1.0548885077186965,6.504288164665523,83.06,99.29,0.455497669317247,0.45,0.47,0.46,3.408212762398595,3.456385380948398,-0.0481726185498034,-0.3267307853140419,0.887762490948588,0.6305970149253731,DET,19.0,27.0,10.0,48.0
BUF,2021,2.5334003417428885,3.087144436626797,2.1534816204566685,2.563682459070085,5.432849406089291,1.174714422245483,0.8781757701393241,7.247553391505568,61.81,87.53,0.4138877728672827,0.45,0.48,0.47,2.9791938888330485,3.12393205347271,-0.1447381646396621,-0.3745100010051262,0.8938216796152423,0.6215139442231076,BUF,15.0,34.0,7.0,37.0
SJS,2021,2.681378312381297,3.1025896114075553,2.3397680572661974,2.6170749850615223,5.62430147585614,1.0832497492477433,0.9047445918923832,5.6722414106526085,69.72,86.09,0.4474680700853604,0.46,0.46,0.47,3.4126194567543937,3.352325826776401,0.0602936299779925,-0.0447378734436704,0.9004576659038902,0.6398305084745763,SJS,21.0,28.0,7.0,49.0
COL,2021,3.331295691763656,2.9490198183568914,2.6324838111106903,2.3792176316885674,7.490311215502056,0.8216089254257193,1.0611727416798733,7.12012678288431,106.38,88.17,0.5468003084040092,0.53,0.53,0.52,3.538920407841453,4.058284153702144,-0.5193637458606908,0.1468712360387442,0.9116863342215455,0.6733067729083666,COL,39.0,13.0,4.0,82.0
BOS,2021,3.1524210540465156,2.7081931735315568,2.6993534075297143,2.0473159480205196,6.658626832945046,1.3517884061943266,0.8506630313545669,7.044739125046474,88.36,82.74,0.5164231443600233,0.54,0.53,0.55,4.064830279221848,3.653508167633923,0.4113221115879248,0.0708925757030955,0.907391673746814,0.6227272727272728,BOS,33.0,16.0,7.0,73.0
NYR,2021,2.8905400240070276,2.745089624001663,2.1561428414531463,2.419583548582609,8.41941282204913,0.7603355302576394,0.9820436280137772,6.675912743972446,95.95,69.16,0.5811277330264671,0.51,0.48,0.48,3.4159720499185235,3.2228428880856743,0.1931291618328492,0.2826928106328331,0.9193357058125742,0.7168949771689498,NYR,27.0,23.0,6.0,60.0
MTL,2021,2.6131202381231713,3.363690909151854,2.3232424068481867,2.783248895654995,4.748831023980095,1.165973145725194,1.0815576781778105,7.614988978692138,73.09,96.62,0.4306758588179836,0.44,0.47,0.46,3.8493897758544984,3.5839146188990156,0.2654751569554827,-0.4615647615248732,0.8877478753541077,0.6608996539792388,MTL,24.0,21.0,11.0,59.0
TBL,2021,3.2572322126661457,3.0345823058880135,2.6728217542834485,2.459753323455141,6.912058170066653,1.151767319733387,1.1409244644870349,7.1010898158587,90.96,88.88,0.5057829181494662,0.52,0.51,0.51,4.029590425212005,4.101762194021772,-0.0721717688097669,0.2920550911168581,0.9066339066339066,0.6544715447154472,TBL,36.0,17.0,3.0,75.0
LAK,2021,3.2743771137070037,2.9120130336223387,2.766168665225083,2.450068802830745,6.145141247618259,1.0870681799353823,1.285535871224386,7.192007030852491,91.62,82.55,0.5260377791812597,0.53,0.54,0.55,3.29312629994024,3.461388227674413,-0.1682619277341728,0.1236725168846169,0.9009816474605208,0.7327935222672064,LAK,21.0,28.0,7.0,49.0
ANA,2021,2.589044382247101,2.980327868852459,2.24883788495061,2.41719930273097,5.8229804882646805,0.8398529550381751,0.7888945633502019,6.653790798087191,69.58,75.66,0.4790691269622693,0.46,0.47,0.47,3.5385845661735305,3.43062774890044,0.1079568172730907,-0.2103958416633345,0.9023853211009174,0.7014925373134329,ANA,17.0,30.0,9.0,43.0
CAR,2021,3.5036137951389006,2.735107977851041,3.025487281694423,2.4084721143127386,7.36231884057971,1.3725490196078434,1.122121725343231,3.903426903535008,107.16,74.55,0.5897308898794783,0.56,0.56,0.55,3.767067006972696,3.1875182366692045,0.5795487703034916,0.3203214349198257,0.9134199134199136,0.7413793103448276,CAR,36.0,12.0,8.0,80.0
DAL,2021,3.1801232279717473,2.8057506386815607,2.521684454642702,2.3666146773258423,8.631832797427652,1.0787781350482315,0.9205898202126096,5.491794444716602,101.26,72.84,0.5816197587593337,0.53,0.5,0.5,2.9574713219455995,3.089715974552923,-0.1322446526073233,-0.1276762009717978,0.9041633935585232,0.6407766990291262,DAL,23.0,19.0,14.0,60.0
NYI,2021,2.6203284229728414,2.8954472139041556,2.2065190467102243,2.477984918562675,6.6177521842732325,1.0490468625893563,0.9263157894736842,6.149122807017543,75.99,83.51,0.4764263322884012,0.48,0.47,0.47,3.307702883509438,3.2956309751754618,0.0120719083339762,0.1068363887556879,0.9134831460674158,0.689795918367347,NYI,32.0,17.0,7.0,71.0
NJD,2021,2.9136291812849837,2.966536329307159,2.644137025601128,2.5535484184678223,4.757438968217412,1.31994472593275,0.9174867524602572,5.837395912187738,69.88,83.08,0.4568514644351464,0.5,0.51,0.5,3.0972977315943115,3.241918637349688,-0.1446209057553766,-0.6730897988698143,0.8811023622047244,0.5770925110132159,NJD,19.0,30.0,7.0,45.0
WSH,2021,2.950719179454305,2.7174165631635883,2.3374497062270043,2.30027943261249,6.800493974364434,0.8753566409743219,1.0101997649823735,5.765076380728555,86.47,75.23,0.5347557204700062,0.52,0.51,0.52,3.2092631916342804,3.6539925477783566,-0.4447293561440761,-0.1913538202652348,0.8983193277310925,0.6289592760180995,WSH,36.0,15.0,5.0,77.0
CGY,2021,3.2023572605571644,2.548257728049186,2.6957129909740645,2.207642041574758,7.475444279086054,0.9092182438938984,0.9444603609871894,4.655998035443867,86.84,65.95,0.5683618037829701,0.56,0.55,0.55,3.600326204052045,3.648652730280931,-0.0483265262288865,0.0594416272615302,0.9132631578947368,0.6633165829145728,CGY,26.0,27.0,3.0,55.0
CHI,2021,2.448371795128395,2.7801773312251066,1.9662564558272633,2.239791946062506,5.915478952601922,0.768147166058999,0.8255387982301727,6.869784480707931,64.81,77.66,0.4549027865515547,0.47,0.46,0.46,3.1223105097772352,3.4345415607549588,-0.3122310509777235,-0.690390889258051,0.8930817610062893,0.5915492957746479,CHI,24.0,25.0,7.0,55.0
TOR,2021,3.5595451343463824,2.7800342155580156,2.987091906441812,2.4294622647280737,8.041949778434269,0.9784342688330872,1.750944082988307,4.797488511761227,99.9,70.34,0.5868186090225564,0.56,0.54,0.54,3.296769648787361,3.417530441783234,-0.1207607929958736,-0.2631377679380093,0.8996815286624203,0.6280193236714976,TOR,35.0,14.0,7.0,77.0
MIN,2021,3.048012328301056,2.9209667843014295,2.4648108288685253,2.1585172467745553,6.830554285001456,0.9939706432699904,0.6084831978211239,8.182801297712981,88.38,91.79,0.4905367153244158,0.51,0.51,0.51,4.046724794695095,4.094757136471891,-0.0480323417767962,-0.0690464913041448,0.9033760186263096,0.5875,MIN,35.0,16.0,5.0,75.0
ARI,2021,2.3755223600276354,3.3258520421510163,2.0352764246248407,2.772648510805244,4.611457225345692,1.0667071873575444,0.6900188323917138,7.8719397363465164,64.2,95.81,0.4012249234422849,0.42,0.43,0.43,3.803250538290751,3.090895675563277,0.7123548627274738,-0.4049556287437202,0.8938144329896908,0.6441281138790036,ARI,24.0,26.0,6.0,54.0
SEA,2021,2.5893080215092144,2.9472606729542172,2.171127358182649,2.386741954435668,6.008542141230068,0.8132118451025057,1.244920428385547,7.255129616654989,67.48,94.93,0.4154916569176774,0.47,0.51,0.5,3.2364835061231223,3.1758752007650113,0.060608305358111,-0.4952910713864825,0.8800168990283059,0.569672131147541,SEA,27.0,49.0,6.0,60.0
CGY,2022,3.3393127454837654,2.8668636093865656,2.894263371911167,2.398798873944323,6.327960247242759,0.9671554963034784,1.6269150819924552,5.683116483178074,99.62,87.4,0.5326703026414287,0.54,0.57,0.56,3.709013797104542,3.5649744263432006,0.1440393707613414,-0.0979467721177121,0.8898796255015604,0.6976744186046512,CGY,50.0,21.0,11.0,111.0
EDM,2022,3.7612643921307902,2.9470248708107945,2.899257192035494,2.4661057310684233,11.296132883467427,0.593303919024137,1.4314556523079294,6.988055791014872,119.9,83.27,0.5901461829994585,0.56,0.52,0.52,3.807681847027893,3.747242452630625,0.0604393943972683,-0.1474721223293341,0.9005052467936261,0.6260504201680672,EDM,49.0,27.0,6.0,104.0
CHI,2022,2.607069402271469,3.430596050931906,2.1650908854209043,2.920082667491172,5.632860130835298,1.4674914334030529,0.8442696735680106,7.1498554981759606,85.64,108.97,0.4400596063922717,0.43,0.45,0.45,3.2612524954285425,3.285409921320606,-0.0241574258920636,-0.1809391199315541,0.891588107324148,0.6865203761755485,CHI,28.0,42.0,12.0,68.0
ANA,2022,2.53255688010216,3.8602116748791526,2.176568883049699,3.2682528277872436,5.829350295320309,1.1416628805088596,0.6447761194029851,8.935595992639541,65.16,111.74,0.3683436970039571,0.4,0.43,0.42,4.079722402369475,3.5140971725424386,0.5656252298270363,-0.1713724100582341,0.895573566084788,0.703030303030303,ANA,31.0,37.0,14.0,76.0
PIT,2022,3.624247834535344,3.2315948089256414,3.091059031430134,2.7069297765809734,7.01706433101782,1.5058894593778314,1.046239010094432,6.462064474112667,114.56,95.84,0.5444866920152092,0.53,0.52,0.52,3.5157547831514937,3.7815506774103698,-0.2657958942588756,0.0541257093763531,0.9021213248976554,0.6716981132075472,PIT,46.0,25.0,11.0,103.0
WSH,2022,3.124113890777098,3.2293520226897536,2.646021051937997,2.670927570131945,6.0218636127017175,0.8932847475273296,0.9767638360794254,7.401774397972116,94.19,96.16,0.4948253217756764,0.49,0.5,0.5,3.447663886256559,3.664649725251727,-0.2169858389951677,0.0830573572598169,0.8976069046684975,0.654275092936803,WSH,44.0,26.0,12.0,100.0
BOS,2022,3.4349706487381466,2.9133309919221313,2.893747602608362,2.487763713080169,7.28750863786025,1.1033697817161905,1.179531396438613,5.144592314901593,98.01,84.82,0.5360717606519718,0.54,0.51,0.52,4.166373990266419,4.106166273644072,0.0602077166223473,0.8181024534644523,0.9288925214548428,0.7683397683397684,BOS,51.0,26.0,5.0,107.0
FLA,2022,3.810005745793978,3.428726953821961,3.1163060011061945,2.693653207964602,8.613048707155743,0.9809079975947084,1.004968708515077,7.378873506542765,127.93,121.47,0.5129510825982357,0.53,0.54,0.54,4.36680342328357,4.173260889287622,0.1935425339959477,0.1385038758908499,0.8955453149001537,0.6975308641975309,FLA,58.0,18.0,6.0,122.0
NSH,2022,3.209354053322913,3.577384351798972,2.7479980327124607,3.0116145629721176,5.900847244358695,1.3438469927019543,1.0121353734830782,7.0401748699781415,96.48,108.78,0.4700380005846244,0.47,0.48,0.47,3.799332712134419,3.570891821214945,0.2284408909194746,0.7399080224833933,0.9135214364235984,0.7579617834394905,NSH,45.0,30.0,7.0,97.0
NJD,2022,3.6339225448591574,2.7978881946068768,3.050988368088615,2.395225689872418,7.58834687028841,1.0207674723992024,0.9224210666548248,5.998134908299658,109.65,76.24,0.5898649739093013,0.56,0.54,0.54,3.127610518929395,3.067464162796137,0.0601463561332575,0.1273899822902396,0.9041036717062636,0.6767241379310345,NJD,27.0,46.0,9.0,63.0
BUF,2022,3.3487222592452435,3.47060576733096,2.709715494135294,2.882041950475816,7.049634628439085,1.056582677794194,1.454598883338231,8.399647369967676,100.0,105.48,0.4866653688923495,0.49,0.51,0.5,3.218881964281528,3.737278685120875,-0.5183967208393474,-0.1099483277687174,0.8904463297676134,0.6868686868686869,BUF,32.0,39.0,11.0,75.0
MTL,2022,2.6480931046153535,3.794261050811449,2.367038136865637,3.060708685062227,4.664300202839756,1.1151115618661258,0.902776679060201,8.856894233051182,76.26,133.02,0.3643922018348624,0.41,0.45,0.45,3.9689427881119377,3.570842143711652,0.3981006444002855,0.1148460040815367,0.8892117689792953,0.7023498694516972,MTL,22.0,49.0,11.0,55.0
OTT,2022,3.542770445360437,3.3391560037057424,2.866739743188224,2.7303476354525524,8.106403518180842,1.3708033894669098,1.0468273176891507,7.191413237924865,105.56,109.24,0.4914338919925512,0.51,0.51,0.52,4.277715866217323,4.446891069966031,-0.1691752037487077,0.0764913599806655,0.8950233281493002,0.6962025316455696,OTT,33.0,42.0,7.0,73.0
NYI,2022,3.1184436736540495,3.1142210827929424,2.6893924857827547,2.671462222748409,6.903664968669702,1.0224045440201956,0.8379150470659861,6.158759893223435,96.91,96.06,0.5022024148831424,0.5,0.5,0.49,3.2332981450761573,3.245362690393606,-0.0120645453174486,0.4962147489066504,0.9147347740667976,0.773972602739726,NYI,37.0,35.0,10.0,84.0
TOR,2022,3.468117746976264,2.936624895516175,2.9703792308686174,2.5181529843748045,7.742230115438285,1.1569199543321071,1.5128278571136298,5.684520643234175,108.52,85.24,0.5600743187448389,0.54,0.51,0.52,3.5287838250647043,3.552953577291175,-0.0241697522264705,0.2779521506044116,0.9090909090909092,0.7471264367816092,TOR,54.0,21.0,7.0,113.0
DAL,2022,3.3356943772218233,2.734983393694611,2.590820815826691,2.3487199363369853,9.412271805273834,1.0496957403651117,0.9671991220582856,5.539812218022193,111.21,73.59,0.6017857142857143,0.55,0.52,0.51,3.232471585693543,3.4247375536158353,-0.1922659679222924,0.1514094497388052,0.9123879380603096,0.726457399103139,DAL,46.0,30.0,6.0,98.0
SEA,2022,3.0814092817657306,2.933150745622426,2.60537781752837,2.416177761731667,7.051752921535893,0.7612687813021702,0.885454384880332,6.923076923076923,91.05,88.34,0.5075533753274988,0.51,0.52,0.52,3.371159868295188,3.479906960820839,-0.1087470925256512,-0.1117678450958082,0.8863328822733424,0.6486486486486487,SEA,27.0,49.0,6.0,60.0
NYR,2022,3.0939078156312627,2.9707815631262524,2.394851357787484,2.5528277232075616,7.785087529716879,0.737583747568619,1.255575590775363,6.569991458669451,85.21,89.3,0.4882814738410406,0.51,0.51,0.52,3.150300601202405,3.438877755511022,-0.2885771543086171,0.3735871743486973,0.9101871101871102,0.7433962264150944,NYR,52.0,24.0,6.0,110.0
SJS,2022,3.1396664482219037,3.3719757660055367,2.781826914787492,2.8267546830547925,6.495137538205057,1.243678799666574,0.4997793203065441,6.331019540183766,95.72,101.55,0.485223298017945,0.48,0.48,0.48,3.346217116261652,2.961041045325059,0.385176070936593,-0.4196011822765512,0.8806818181818181,0.7037037037037037,SJS,32.0,37.0,13.0,77.0
CAR,2022,3.588915012423522,2.565296962248524,3.0790230302326256,2.0408329219063104,7.073235245495123,0.9061001818482394,1.0992925103683826,5.566723591119786,111.08,76.57,0.59195310418332,0.58,0.6,0.59,3.4024419567714874,3.2461460364957655,0.1562959202757219,0.0405167116407064,0.9015471167369902,0.7638888888888888,CAR,54.0,20.0,8.0,116.0
MIN,2022,3.0935743985546713,2.9693531888890363,2.423319105951903,2.459832831718091,6.889170195119822,0.7700030555676808,1.1939565163984769,6.478319616754699,90.27,87.86,0.5067647223937574,0.51,0.5,0.51,4.017163276963747,4.017163276963747,0.0,0.3510235530108799,0.9141849529780564,0.7317073170731707,MIN,53.0,22.0,7.0,113.0
CBJ,2022,2.8528689349708074,3.5995168109522853,2.408916475333287,3.129770930104523,5.6190744920993225,1.3797968397291196,1.051722553973358,7.457969683050069,78.89,105.48,0.427889569886641,0.44,0.46,0.45,3.3460841554258103,3.164888262532716,0.1811958928930943,-0.374713106502919,0.8867859600825878,0.6826923076923077,CBJ,37.0,38.0,7.0,81.0
PHI,2022,2.796832216744476,3.283300768485718,2.440493013996584,2.6913255588188307,5.351017608049394,1.111365195517951,1.1420889904557063,7.630057803468208,84.07,95.35,0.4685653773269423,0.46,0.47,0.48,3.643688061157119,3.59542729213517,0.0482607690219487,-0.0466922940287353,0.8932714617169374,0.6920289855072463,PHI,25.0,46.0,11.0,61.0
ARI,2022,2.686877522879112,3.7655229058225297,2.3374904383766584,2.869678771717035,5.919576538888415,1.0987791342952276,0.7371084891708023,8.886712459328885,81.36,115.58,0.4131207474357672,0.42,0.43,0.43,4.315062318661543,3.5097442814740125,0.8053180371875301,0.2197196077580303,0.8973913043478261,0.7012578616352201,ARI,25.0,50.0,7.0,57.0
LAK,2022,3.232616247995724,2.8415419561731694,2.7071733336669963,2.3831533639468976,7.406339817553214,0.8247594451618278,0.8563747454175152,6.257107942973524,94.86,81.39,0.5382127659574468,0.53,0.52,0.53,3.7399786210582575,3.727952966328167,0.0120256547300905,-0.2129743452699092,0.889034512887724,0.6738197424892705,LAK,44.0,27.0,11.0,99.0
TBL,2022,3.545679708423109,3.27287005900002,2.864617396991498,2.7174623937213864,7.493246009005321,1.112566516577978,1.2587518386215593,7.310443370455978,106.58,101.24,0.5128476566259262,0.52,0.51,0.51,4.15617889289382,4.337407623688609,-0.181228730794789,0.2282273816475704,0.9024012393493416,0.6958041958041958,TBL,51.0,23.0,8.0,110.0
DET,2022,2.752781819093965,2.9780564892389503,2.168225858946648,2.471513098049688,6.427086237801235,0.8159330810595499,0.7966364239876079,7.791104226598805,89.59,89.81,0.499386845039019,0.48,0.47,0.48,3.5639391963076306,3.6963828826569007,-0.1324436863492701,-0.3330356694928008,0.889823717948718,0.6996197718631179,DET,32.0,40.0,10.0,74.0
COL,2022,3.1628453066316213,2.9518688752059665,2.634244499465887,2.394713525061899,6.905396723417925,0.6259235464182461,0.8051213834386431,7.587296308613236,92.88,90.81,0.5056344928956393,0.52,0.53,0.52,3.4462285611362016,3.5903217413927675,-0.1440931802565659,0.2741372754381168,0.9122047244094488,0.7414448669201521,COL,56.0,19.0,7.0,119.0
VGK,2022,3.1926150234115496,2.8539279377826396,2.6651599319590327,2.4364851844362234,7.858575826795113,1.0654484059986096,1.4312184824674563,6.605136624838748,100.49,83.02,0.547599585853632,0.53,0.49,0.5,2.8213918866640877,3.0014807304937103,-0.1800888438296226,0.1525952803383003,0.9112075769534334,0.7095435684647302,VGK,43.0,31.0,8.0,94.0
STL,2022,2.666966274046846,3.398634326956615,2.279951239333604,2.80788297440065,5.828775570960745,1.2524135584570235,1.3209190569154527,8.111127796966512,69.25,102.3,0.403672398717575,0.44,0.46,0.46,3.066727482493091,3.3323495479058787,-0.2656220654127876,-0.1993372863620508,0.8876743309460987,0.647887323943662,STL,49.0,22.0,11.0,109.0
VAN,2022,2.9551763397850466,3.1553052182419776,2.3109672170886935,2.664031653032799,7.1941226774469405,0.952965871103164,1.0895656704400132,8.022545351205418,92.08,96.93,0.4871699910057669,0.48,0.49,0.49,3.4376492035244586,3.750162767481227,-0.3125135639567689,-0.4025415098812382,0.8828650573802929,0.656140350877193,VAN,40.0,30.0,12.0,92.0
WPG,2022,3.243425547885034,3.043854364062915,2.7181043274618184,2.5360411971343315,6.764094837839981,1.0476568075489652,0.8588872050227322,6.598311322797143,98.0,88.13,0.5265137269650244,0.52,0.51,0.51,3.586707371666493,3.853286973614678,-0.2665796019481852,0.3295893260450289,0.9099316445516686,0.6953125,WPG,39.0,32.0,11.0,89.0
NYR,2023,3.2275745616092313,3.014573938447725,2.4152135539535116,2.4864806902354126,8.306551976573939,0.6440336749633968,1.340024437074533,7.4007680223424686,106.3,97.96,0.5204151571526486,0.52,0.51,0.52,3.413316894377475,3.5821735605304243,-0.1688566661529491,0.2887448991215433,0.9065729640347252,0.7706093189964158,NYR,47.0,22.0,13.0,107.0
TBL,2023,3.2567461823408705,3.144186108993454,2.46881013536393,2.494528456157448,9.1521231276625,0.8426549402226192,1.2546660769570983,6.8656346749226005,107.76,109.53,0.4959271020295457,0.51,0.51,0.51,3.663340733003986,3.7721528339843022,-0.1088121009803164,-0.0839062200892662,0.8901234567901235,0.7564935064935066,TBL,46.0,30.0,6.0,98.0
OTT,2023,3.035246585392818,2.973497221077599,2.4321083350442247,2.5140132485848485,6.178754790657314,0.7523320558247162,0.9504568621148812,8.09128059139538,98.46,102.15,0.490803050695379,0.51,0.51,0.52,3.8834561151368354,4.22114795123569,-0.337691836098855,-0.41548156262877,0.8844572368421053,0.7458745874587458,OTT,39.0,35.0,8.0,86.0
CHI,2023,2.499895622192742,3.326083003925952,2.102037116392524,2.8359923525727657,6.115811527660144,0.8023893371372531,0.9144363157177262,7.142091152815014,81.04,102.48,0.4415867480383609,0.43,0.45,0.44,3.3818409551579474,3.406083542650119,-0.0242425874921714,-0.1769708886928534,0.8922847558702944,0.7542087542087542,CHI,26.0,49.0,7.0,59.0
SEA,2023,2.782566905956207,2.6991860150782445,2.3175392542107582,2.2294924263423064,6.549846915237176,0.7217212599085685,0.8206867316659602,6.765578635014837,84.88,80.45,0.513397447529184,0.51,0.51,0.5,3.1237797735259663,3.316012374973718,-0.1922326014477517,-0.0881867059141561,0.9029694688414888,0.7029288702928871,SEA,46.0,28.0,8.0,100.0
NSH,2023,3.3110230125663827,3.032368362601046,2.7963670402509675,2.485946315176968,6.626302808497096,0.945182592091654,0.979498861047836,6.528473804100228,106.93,100.24,0.516146160158324,0.52,0.52,0.52,3.622510449549374,3.792126323441318,-0.169615873891944,0.0277443108008964,0.901076984443558,0.7191780821917808,NSH,42.0,32.0,8.0,92.0
